餐饮服务	中餐厅
餐饮服务	外国餐厅
餐饮服务	自助餐
餐饮服务	甜点面包饮品
餐饮服务	海鲜火锅烧烤
餐饮服务	小吃
餐饮服务	其他
海鲜火锅烧烤	火锅
海鲜火锅烧烤	小龙虾
海鲜火锅烧烤	烧烤
海鲜火锅烧烤	江河湖海鲜
其他	水果生鲜
其他	食品保健
中餐厅	本帮江浙菜
中餐厅	川菜
中餐厅	湘菜
中餐厅	粤菜
中餐厅	东北菜
中餐厅	徽菜
中餐厅	新疆菜
中餐厅	北京菜
中餐厅	西北菜
中餐厅	苏北土菜
中餐厅	私房菜
中餐厅	家常菜
中餐厅	特色菜
中餐厅	云贵菜
中餐厅	创意菜
中餐厅	福建菜
外国餐厅	东南亚菜
外国餐厅	西餐
外国餐厅	日本菜
外国餐厅	韩国料理
小吃	面馆
小吃	小吃快餐
小吃	其他美食
甜点面包饮品	面包甜点
甜点面包饮品	饮品店
甜点面包饮品	咖啡厅
